year,month,location,state,class,grade,units,bid_low,bid_high,bid_avg,spread,quality,price_lag,price_diff,diff_pct,price_inc,None,D0_lag1,D1_lag1,D2_lag1,D3_lag1,D4_lag1,D2plus_lag1,D0_lag2,D1_lag2,D2_lag2,D3_lag2,D4_lag2,D2plus_lag2,D0_lag3,D1_lag3,D2_lag3,D3_lag3,D4_lag3,D2plus_lag3,D0_lag4,D1_lag4,D2_lag4,D3_lag4,D4_lag4,D2plus_lag4,D0,D1,D2,D3,D4,D2plus
2000,4,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,100,100,100,0,ALFALFA_PREMIUM,80,20,0.2,1,28.08811,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,4,Mountains and Northwest,CO,GRASS,FAIR,ton,46.25,53.75,50,7.5,GRASS_FAIR,55,-5,-0.1,-1,28.08811,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,4,Mountains and Northwest,CO,GRASS,GOOD,ton,62.5,70,66.25,7.5,GRASS_GOOD,65,1.25,0.0189,1,28.08811,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,4,Mountains and Northwest,CO,GRASS,PREMIUM,ton,90,100,95,10,GRASS_PREMIUM,94.5,0.5,0.0053,1,28.08811,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,4,Mountains and Northwest,CO,ALFALFA,GOOD,ton,75,75,75,0,ALFALFA_GOOD,73.75,1.25,0.0167,1,28.08811,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,4,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,80,80,80,0,ALFALFA_PREMIUM,100,-20,-0.25,-1,28.08811,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,ALFALFA,GOOD,ton,70,75,72.5,5,ALFALFA_GOOD,75,-2.5,-0.0345,-1,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,100,100,100,0,ALFALFA_PREMIUM,80,20,0.2,1,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,GRASS,FAIR,ton,50,60,55,10,GRASS_FAIR,50,5,0.0909,1,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,GRASS,GOOD,ton,60,70,65,10,GRASS_GOOD,66.25,-1.25,-0.0192,-1,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,GRASS,PREMIUM,ton,90,100,95,10,GRASS_PREMIUM,95,0,0,0,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,ALFALFA,GOOD,ton,75,75,75,0,ALFALFA_GOOD,72.5,2.5,0.0333,1,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,5,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,80,80,80,0,ALFALFA_PREMIUM,100,-20,-0.25,-1,28.08811,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,7.21302,0,0,0,0,0,0,0,0,0,0,0
2000,6,Mountains and Northwest,CO,ALFALFA,GOOD,ton,70,77,73.5,7,ALFALFA_GOOD,75,-1.5,-0.0204,-1,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,6,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,100,100,100,0,ALFALFA_PREMIUM,80,20,0.2,1,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,6,Mountains and Northwest,CO,GRASS,FAIR,ton,50,60,55,10,GRASS_FAIR,55,0,0,0,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,6,Mountains and Northwest,CO,GRASS,GOOD,ton,60,70,65,10,GRASS_GOOD,65,0,0,0,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,6,Mountains and Northwest,CO,GRASS,PREMIUM,ton,90,100,95,10,GRASS_PREMIUM,95,0,0,0,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,6,Mountains and Northwest,CO,ALFALFA,GOOD,ton,75,75,75,0,ALFALFA_GOOD,73.5,1.5,0.02,1,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,6,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,80,84,82,4,ALFALFA_PREMIUM,100,-18,-0.2195,-1,7.0061824999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24406,0,0,0,0,0,21.0819325,0,0,0,0,0
2000,7,Mountains and Northwest,CO,ALFALFA,GOOD,ton,73.75,83.75,78.75,10,ALFALFA_GOOD,75,3.75,0.0476,1,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,7,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,100,100,100,0,ALFALFA_PREMIUM,82,18,0.18,1,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,7,Mountains and Northwest,CO,GRASS,FAIR,ton,50,60,55,10,GRASS_FAIR,55,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,7,Mountains and Northwest,CO,GRASS,GOOD,ton,63.75,73.75,68.75,10,GRASS_GOOD,65,3.75,0.0545,1,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,7,Mountains and Northwest,CO,GRASS,PREMIUM,ton,90,100,95,10,GRASS_PREMIUM,95,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,7,Mountains and Northwest,CO,ALFALFA,GOOD,ton,75,75,75,0,ALFALFA_GOOD,78.75,-3.75,-0.05,-1,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,7,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,83.75,90,86.875,6.25,ALFALFA_PREMIUM,100,-13.125,-0.1511,-1,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7376525,2.3504625,0,0,0,0
2000,8,Mountains and Northwest,CO,ALFALFA,GOOD,ton,81.25,91.25,86.25,10,ALFALFA_GOOD,75,11.25,0.1304,1,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,100,102.5,101.25,2.5,ALFALFA_PREMIUM,86.875,14.375,0.142,1,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,GRASS,FAIR,ton,57.5,62.5,60,5,GRASS_FAIR,55,5,0.0833,1,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,GRASS,GOOD,ton,73.75,85,79.375,11.25,GRASS_GOOD,68.75,10.625,0.1339,1,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,GRASS,PREMIUM,ton,95,110,102.5,15,GRASS_PREMIUM,95,7.5,0.0732,1,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,ALFALFA,FAIR,ton,65,70,67.5,5,ALFALFA_FAIR,NA,NA,NA,NA,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,ALFALFA,GOOD,ton,77.5,83.75,80.625,6.25,ALFALFA_GOOD,86.25,-5.625,-0.0698,-1,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,8,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,91.25,98.75,95,7.5,ALFALFA_PREMIUM,101.25,-6.25,-0.0658,-1,2.25785,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0
2000,9,Mountains and Northwest,CO,ALFALFA,GOOD,ton,89,95,92,6,ALFALFA_GOOD,80.625,11.375,0.1236,1,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,100,105,102.5,5,ALFALFA_PREMIUM,95,7.5,0.0732,1,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,GRASS,FAIR,ton,60,65,62.5,5,GRASS_FAIR,60,2.5,0.04,1,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,GRASS,GOOD,ton,89,90,89.5,1,GRASS_GOOD,79.375,10.125,0.1131,1,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,GRASS,PREMIUM,ton,105,120,112.5,15,GRASS_PREMIUM,102.5,10,0.0889,1,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,ALFALFA,FAIR,ton,65,70,67.5,5,ALFALFA_FAIR,67.5,0,0,0,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,ALFALFA,GOOD,ton,80,90,85,10,ALFALFA_GOOD,92,-7,-0.0824,-1,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,9,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,95,105,100,10,ALFALFA_PREMIUM,102.5,-2.5,-0.025,-1,5.67326,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,0,0,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0
2000,10,Mountains and Northwest,CO,ALFALFA,GOOD,ton,90,95,92.5,5,ALFALFA_GOOD,85,7.5,0.0811,1,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,10,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,100,105,102.5,5,ALFALFA_PREMIUM,100,2.5,0.0244,1,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,10,Mountains and Northwest,CO,GRASS,GOOD,ton,90,95,92.5,5,GRASS_GOOD,89.5,3,0.0324,1,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,10,Mountains and Northwest,CO,GRASS,PREMIUM,ton,110,120,115,10,GRASS_PREMIUM,112.5,2.5,0.0217,1,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,10,Mountains and Northwest,CO,ALFALFA,FAIR,ton,70,70,70,0,ALFALFA_FAIR,67.5,2.5,0.0357,1,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,10,Mountains and Northwest,CO,ALFALFA,GOOD,ton,90,90,90,0,ALFALFA_GOOD,92.5,-2.5,-0.0278,-1,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,10,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,100,110,105,10,ALFALFA_PREMIUM,102.5,2.5,0.0238,1,3.010904,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.0819325,0,0,0,0,0,16.340566,8.73665,0,0,0,0
2000,11,Mountains and Northwest,CO,ALFALFA,GOOD,ton,90,95,92.5,5,ALFALFA_GOOD,90,2.5,0.027,1,6.6772925,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.410809999999998,0,0,0,0,0
2000,11,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,100,105,102.5,5,ALFALFA_PREMIUM,105,-2.5,-0.0244,-1,6.6772925,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.410809999999998,0,0,0,0,0
2000,11,Mountains and Northwest,CO,GRASS,GOOD,ton,90,98,94,8,GRASS_GOOD,92.5,1.5,0.016,1,6.6772925,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.410809999999998,0,0,0,0,0
2000,11,Mountains and Northwest,CO,GRASS,PREMIUM,ton,110,120,115,10,GRASS_PREMIUM,115,0,0,0,6.6772925,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.410809999999998,0,0,0,0,0
2000,11,Mountains and Northwest,CO,ALFALFA,FAIR,ton,70,70,70,0,ALFALFA_FAIR,70,0,0,0,6.6772925,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.410809999999998,0,0,0,0,0
2000,11,Mountains and Northwest,CO,ALFALFA,GOOD,ton,90,93,91.5,3,ALFALFA_GOOD,92.5,-1,-0.0109,-1,6.6772925,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.410809999999998,0,0,0,0,0
2000,11,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,100,113,106.5,13,ALFALFA_PREMIUM,102.5,4,0.0376,1,6.6772925,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,25.7376525,2.3504625,0,0,0,0,21.410809999999998,0,0,0,0,0
2000,12,Mountains and Northwest,CO,ALFALFA,GOOD,ton,90,95,92.5,5,ALFALFA_GOOD,91.5,1,0.0108,1,22.632755,21.410809999999998,0,0,0,0,0,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,5.4553625,0,0,0,0,0
2000,12,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,100,105,102.5,5,ALFALFA_PREMIUM,106.5,-4,-0.039,-1,22.632755,21.410809999999998,0,0,0,0,0,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,5.4553625,0,0,0,0,0
2000,12,Mountains and Northwest,CO,GRASS,GOOD,ton,90,98.33,94.16499999999999,8.329999999999998,GRASS_GOOD,94,0.16499999999999204,0.0018,1,22.632755,21.410809999999998,0,0,0,0,0,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,5.4553625,0,0,0,0,0
2000,12,Mountains and Northwest,CO,GRASS,PREMIUM,ton,110,120,115,10,GRASS_PREMIUM,115,0,0,0,22.632755,21.410809999999998,0,0,0,0,0,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,5.4553625,0,0,0,0,0
2000,12,Mountains and Northwest,CO,ALFALFA,FAIR,ton,70,70,70,0,ALFALFA_FAIR,70,0,0,0,22.632755,21.410809999999998,0,0,0,0,0,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,5.4553625,0,0,0,0,0
2000,12,Mountains and Northwest,CO,ALFALFA,GOOD,ton,90,95,92.5,5,ALFALFA_GOOD,92.5,0,0,0,22.632755,21.410809999999998,0,0,0,0,0,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,5.4553625,0,0,0,0,0
2000,12,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,100,115,107.5,15,ALFALFA_PREMIUM,102.5,5,0.0465,1,22.632755,21.410809999999998,0,0,0,0,0,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,19.728718,6.1015500000000005,0,0,0,0,5.4553625,0,0,0,0,0
2001,1,Mountains and Northwest,CO,ALFALFA,GOOD,ton,90,95,92.5,5,ALFALFA_GOOD,92.5,0,0,0,28.08811,5.4553625,0,0,0,0,0,21.410809999999998,0,0,0,0,0,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,0,0,0,0,0,0
2001,1,Mountains and Northwest,CO,ALFALFA,PREMIUM,ton,100,105,102.5,5,ALFALFA_PREMIUM,107.5,-5,-0.0488,-1,28.08811,5.4553625,0,0,0,0,0,21.410809999999998,0,0,0,0,0,16.340566,8.73665,0,0,0,0,18.1791375,4.2357249999999995,0,0,0,0,0,0,0,0,0,0
